id,lng,lat,name,outlet_id
USGS-05124000,-100.9584889,48.9964079,"SOURIS RIVER NR WESTHOPE, ND",ECCC-05OJ005
USGS-05124480,-91.535142,47.922814,"KAWISHIWI RIVER NEAR ELY, MN",ECCC-05PE028
USGS-05125000,-91.695358,47.840058,"SOUTH KAWISHIWI RIVER NEAR ELY, MN",ECCC-05PE028
USGS-05126210,-91.798854,47.842038,"SOUTH KAWISHIWI R ABV WHITE IRON LAKE NR ELY, MN",ECCC-05PE028
USGS-05127500,-91.652421,48.082538,"BASSWOOD RIVER NEAR WINTON, MN",ECCC-05PE028
USGS-05129115,-92.5654257,48.265068,"VERMILION RIVER NR CRANE LAKE, MN",ECCC-05PE028
USGS-05129515,-93.4466667,48.5922222,"RAINY R AT BOAT LANDING BLW INTERNATIONAL FALLS,MN",ECCC-05PE028
USGS-05131500,-93.5496852,48.3954278,"LITTLE FORK RIVER AT LITTLEFORK, MN",ECCC-05PE028
USGS-05132000,-93.8080272,48.19634308,"BIG FORK RIVER AT BIG FALLS, MN",ECCC-05PE028
USGS-05133500,-93.913311,48.63442818,"RAINY RIVER AT MANITOU RAPIDS, MN",ECCC-05PE028
USGS-05134200,-94.5611403,48.5367595,"RAPID RIVER NEAR BAUDETTE, MN",ECCC-05PE028
USGS-06006000,-111.6256694,44.61579167,"Red Rock Cr ab Lakes, nr Lakeview, MT",USGS-07374000
USGS-06012500,-112.3712222,44.65588056,Red Rock R bl Lima Reservoir nr Monida MT,USGS-07374000
USGS-06016000,-112.7504944,45.11612778,Beaverhead River at Barretts MT,USGS-07374000
USGS-06017000,-112.6553333,45.2183833,Beaverhead River at Dillon MT,USGS-07374000
USGS-06018500,-112.4528306,45.38338889,Beaverhead River near Twin Bridges MT,USGS-07374000
USGS-06019500,-112.1428167,45.1923194,"Ruby River above reservoir near Alder, MT",USGS-07374000
USGS-06020600,-112.1112389,45.2418694,"Ruby River below reservoir near Alder, MT",USGS-07374000
USGS-06023000,-112.3308889,45.50691389,Ruby River near Twin Bridges MT,USGS-07374000
USGS-06023100,-112.338111,45.54688889,"Beaverhead River at Twin Bridges, MT",USGS-07374000
USGS-06024450,-113.4569417,45.61796667,Big Hole River bl Big Lake Cr at Wisdom MT,USGS-07374000
USGS-06024540,-113.3132694,45.80754167,Big Hole River bl Mudd Cr nr Wisdom MT,USGS-07374000
USGS-06025250,-112.7359694,45.7012694,Big Hole River at Maiden Rock nr Divide MT,USGS-07374000
USGS-06025500,-112.701725,45.52658056,Big Hole River near Melrose MT,USGS-07374000
USGS-06026210,-112.5560917,45.4400944,Big Hole River near Glen MT,USGS-07374000
USGS-06026420,-112.360675,45.5500222,"Big Hole R bl Hamilton Ditch nr Twin Bridges, MT",USGS-07374000
USGS-06026500,-112.3293972,45.6132833,Jefferson River near Twin Bridges MT,USGS-07374000
USGS-06027600,-112.1872278,45.74750278,"Jefferson River at Parsons Bdg nr Silver Star, MT",USGS-07374000
USGS-06033000,-112.09165,46.21103056,"Boulder River near Boulder, MT",USGS-07374000
USGS-06035000,-111.741025,45.7230583,Willow Creek near Harrison MT,USGS-07374000
USGS-06036650,-111.5956722,45.8971361,Jefferson River near Three Forks MT,USGS-07374000
USGS-06036805,-110.8222722,44.4593333,"Firehole River at Old Faithful, YNP",USGS-07374000
USGS-06036905,-110.8635028,44.6201833,Firehole River near West Yellowstone MT,USGS-07374000
USGS-06037100,-110.8610639,44.6408,"Gibbon River at Madison Jct, YNP",USGS-07374000
USGS-06037500,-111.0679639,44.6570722,"Madison River near West Yellowstone, MT",USGS-07374000
USGS-06038500,-111.3387806,44.86639167,Madison River bl Hebgen Lake nr Grayling MT,USGS-07374000
USGS-06038800,-111.580886,44.88865556,Madison River at Kirby Ranch nr Cameron MT,USGS-07374000
USGS-06040000,-111.7516333,45.2331333,Madison River near Cameron MT,USGS-07374000
USGS-06040800,-111.6338583,45.4865944,Madison River ab powerplant nr McAllister MT,USGS-07374000
USGS-06041000,-111.6345056,45.49023056,Madison River bl Ennis Lake nr McAllister MT,USGS-07374000
USGS-06043120,-111.2113917,45.29727778,"Gallatin River above Deer Creek, near Big Sky, MT",USGS-07374000
USGS-06043500,-111.2707083,45.4973,"Gallatin River near Gallatin Gateway, MT",USGS-07374000
USGS-06048650,-111.0661944,45.72566667,E Gallatin R ab Water Reclamation Fa nr Bozeman MT,USGS-07374000
USGS-06050000,-111.0718889,45.56332778,Hyalite C at Hyalite R S nr Bozeman MT,USGS-07374000
USGS-06052500,-111.4420083,45.8862472,Gallatin River at Logan MT,USGS-07374000
USGS-06054500,-111.4202778,46.1465722,Missouri River at Toston MT,USGS-07374000
USGS-06061500,-111.946786,46.5190972,Prickly Pear Creek near Clancy MT,USGS-07374000
USGS-06065500,-111.8887944,46.76619167,Missouri River bl Hauser Dam near Helena MT,USGS-07374000
USGS-06066500,-112.0106667,46.99473889,Missouri River bl Holter Dam nr Wolf Cr MT,USGS-07374000
USGS-06071300,-112.070311,47.0054361,Little Prickly Pear Cr at Wolf Cr MT,USGS-07374000
USGS-06073500,-112.0959056,47.199025,Dearborn River near Craig MT,USGS-07374000
USGS-06074000,-111.6952306,47.2694861,Missouri River at Cascade MT,USGS-07374000
USGS-06076690,-111.1785556,46.7958,Smith River near Ft Logan MT,USGS-07374000
USGS-06077200,-111.1922389,46.82798056,Smith River bl Eagle Cr nr Fort Logan MT,USGS-07374000
USGS-06077500,-111.3862389,47.18929167,Smith River near Eden MT,USGS-07374000
USGS-06078200,-111.3884444,47.43496667,Missouri River near Ulm MT,USGS-07374000
USGS-06078500,-112.8593333,47.6398611,North Fork Sun River near Augusta MT,USGS-07374000
USGS-06079000,-112.865761,47.6286083,South Fork Sun River near Augusta MT,USGS-07374000
USGS-06080900,-112.6920556,47.61850556,Sun River bl Diversion Dam nr Augusta MT,USGS-07374000
USGS-06082200,-112.3674306,47.5471361,Sun River bl Willow Cr nr Augusta MT,USGS-07374000
USGS-06085800,-111.9319139,47.50162778,Sun River at Simms MT,USGS-07374000
USGS-06088500,-111.5417694,47.56126667,Muddy Creek at Vaughn MT,USGS-07374000
USGS-06089000,-111.511036,47.52577778,Sun River near Vaughn MT,USGS-07374000
USGS-06090300,-111.0605806,47.5844444,Missouri River near Great Falls MT,USGS-07374000
USGS-06090500,-110.9317472,47.2085944,Belt Creek near Monarch MT,USGS-07374000
USGS-06090800,-110.6661417,47.8169111,Missouri River at Fort Benton MT,USGS-07374000
USGS-06091700,-112.9899833,48.42695278,Two Medicine River bl South Fork nr Browning MT,USGS-07374000
USGS-06092020,-112.6122694,48.5077222,"Two Medicine River ab Badger Cr, nr Piegan, MT",USGS-07374000
USGS-06093200,-112.8017806,48.36945,Badger Cr bl Four Horns Canal nr Browning MT,USGS-07374000
USGS-06094900,-112.6979167,48.24466667,"Birch Cr bl Heart Butte Road, nr Heart Butte, MT",USGS-07374000
USGS-06098800,-112.5940056,48.67847778,"Cut Bank Cr ab Gillam Coulee, nr Sundance, MT",USGS-07374000
USGS-06099000,-112.3464806,48.63340278,Cut Bank Creek at Cut Bank MT,USGS-07374000
USGS-06099500,-111.889836,48.4271972,Marias River near Shelby MT,USGS-07374000
USGS-06101500,-111.0805278,48.3059611,Marias River near Chester MT,USGS-07374000
USGS-06102050,-110.5808389,47.94590278,Marias River near Loma MT,USGS-07374000
USGS-06102500,-112.6119833,47.8830833,Teton River bl South Fork nr Choteau MT,USGS-07374000
USGS-06108800,-110.5144333,47.9327194,Teton River at Loma MT,USGS-07374000
USGS-06109500,-110.2588222,48.0037833,Missouri River at Virgelle MT,USGS-07374000
USGS-06110020,-110.1889444,46.9177222,Judith River above Carr Creek near Utica MT,USGS-07374000
USGS-06111800,-109.4575,47.0878333,Big Spring Cr at R&B Trading Post nr Lewistown MT,USGS-07374000
USGS-06114700,-109.6520139,47.6651583,"Judith River nr mouth, nr Winifred MT",USGS-07374000
USGS-06115200,-108.6877444,47.63143056,Missouri River near Landusky MT,USGS-07374000
USGS-06119600,-110.2489667,46.4769583,"Musselshell River nr Martinsdale, MT",USGS-07374000
USGS-06120500,-109.8411944,46.4288,Musselshell River at Harlowton MT,USGS-07374000
USGS-06123030,-109.4605472,46.31899167,Musselshell River ab Mud Cr nr Shawmut MT,USGS-07374000
USGS-06125600,-108.9376111,46.28905556,Musselshell River ab Big Coulee Creek at Lavina MT,USGS-07374000
USGS-06126500,-108.5701028,46.4277194,Musselshell River near Roundup MT,USGS-07374000
USGS-06127500,-108.1088722,46.522425,Musselshell River at Musselshell MT,USGS-07374000
USGS-06130000,-107.9328417,46.9286611,Flatwillow Creek near Mosby MT,USGS-07374000
USGS-06130500,-107.8891639,46.99469167,Musselshell River at Mosby MT,USGS-07374000
USGS-06135000,-110.4217778,48.9748194,Milk River at Eastern Crossing of Int Bndry,USGS-07374000
USGS-06139500,-109.8415778,48.52671389,Big Sandy Creek near Havre MT,USGS-07374000
USGS-06140500,-109.6959556,48.5636861,Milk River at Havre MT,USGS-07374000
USGS-06151500,-109.2316944,48.64949167,Battle Creek near Chinook MT,USGS-07374000
USGS-06153800,-108.8551667,48.52430556,"Milk River at Merrill Rd, nr Harlem, MT",USGS-07374000
USGS-06154100,-108.75895,48.48964167,Milk River near Harlem MT,USGS-07374000
USGS-06155030,-108.2940944,48.40277778,Milk River near Dodson MT,USGS-07374000
USGS-06155500,-107.876375,48.3621944,Milk River at Malta MT,USGS-07374000
USGS-06164510,-107.2187556,48.50920278,Milk River at Juneberg Bridge nr Saco MT,USGS-07374000
USGS-06167500,-107.1711389,48.4203111,Beaver Creek near Hinsdale MT,USGS-07374000
USGS-06172310,-106.8223167,48.30790556,Milk River at Tampico MT,USGS-07374000
USGS-06174500,-106.3643139,48.13005278,Milk River at Nashua MT,USGS-07374000
USGS-06177000,-105.5330972,48.067325,Missouri River near Wolf Point MT,USGS-07374000
USGS-06181000,-105.1928167,48.11791667,Poplar River near Poplar MT,USGS-07374000
USGS-06185110,-104.6295194,48.16448056,Big Muddy Creek nr mouth nr Culbertson MT,USGS-07374000
USGS-06185500,-104.4733,48.1235,Missouri River near Culbertson MT,USGS-07374000
USGS-06186500,-110.3804056,44.56709167,Yellowstone River at Yellowstone Lk Outlet YNP,USGS-07374000
USGS-06187915,-110.0018722,45.00283056,Soda Butte Cr at Park Bndry at Silver Gate,USGS-07374000
USGS-06188000,-110.3942694,44.92817778,Lamar River nr Tower Ranger Station YNP,USGS-07374000
USGS-06191000,-110.690975,44.9923444,"Gardner River near Mammoth, YNP",USGS-07374000
USGS-06191500,-110.7936667,45.1121194,Yellowstone River at Corwin Springs MT,USGS-07374000
USGS-06192500,-110.5664972,45.5972111,"Yellowstone River near Livingston, MT",USGS-07374000
USGS-06192978,-110.4919472,46.167125,"Shields River bl SF Shields River nr Wilsall, MT",USGS-07374000
USGS-06195600,-110.4794694,45.7383611,Shields River nr Livingston MT,USGS-07374000
USGS-06197800,-110.0877222,45.5123333,"East Boulder River bl Dry Fork Cr nr Mcleod, MT",USGS-07374000
USGS-06200000,-109.9387056,45.8337944,Boulder River at Big Timber MT,USGS-07374000
USGS-06204050,-109.7313028,45.24323889,West Rosebud Creek near Roscoe MT,USGS-07374000
USGS-06204070,-109.6998945,45.25438735,W Rosebud Cr at Emerald Lk Campground nr Roscoe,USGS-07374000
USGS-06205000,-109.4220556,45.53674167,"Stillwater River near Absarokee, MT",USGS-07374000
USGS-06207500,-109.0653667,45.0099111,Clarks Fork Yellowstone River nr Belfry MT,USGS-07374000
USGS-06208500,-108.8441056,45.46571389,Clarks Fork Yellowstone River at Edgar MT,USGS-07374000
USGS-06209500,-109.3291889,45.0861472,Rock Creek near Red Lodge MT,USGS-07374000
USGS-06211000,-109.2533111,45.43785,Red Lodge Cr ab Cooney Re nr Boyd MT,USGS-07374000
USGS-06211500,-109.2305306,45.4221472,Willow Creek near Boyd MT,USGS-07374000
USGS-06214500,-108.4680306,45.8001194,Yellowstone River at Billings MT,USGS-07374000
USGS-06218500,-109.7598835,43.57856415,"WIND RIVER NEAR DUBOIS, WY",USGS-07374000
USGS-06220800,-109.4587584,43.441622,"WIND RIVER ABOVE RED CREEK, NEAR DUBOIS, WY",USGS-07374000
USGS-06221400,-109.4087778,43.34616667,"DINWOODY CREEK ABOVE LAKES, NEAR BURRIS, WY",USGS-07374000
USGS-06224000,-109.2025556,43.1766111,"BULL LAKE CREEK ABOVE BULL LAKE, WY",USGS-07374000
USGS-06227600,-108.7088889,43.14277778,"WIND RIVER NEAR KINNEAR, WY",USGS-07374000
USGS-06228000,-108.3767701,43.01051478,"WIND RIVER AT RIVERTON, WY",USGS-07374000
USGS-06228350,-109.037628,42.96828927,"SF L WIND RIV AB WASHAKIE RES, NR FT WASHAKIE, WY",USGS-07374000
USGS-06235500,-108.3754167,42.9975,"LITTLE WIND RIVER NEAR RIVERTON, WY",USGS-07374000
USGS-06236100,-108.2248333,43.1289722,"WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",USGS-07374000
USGS-06253000,-108.2196944,43.22191667,"FIVEMILE CREEK NEAR SHOSHONI, WY",USGS-07374000
USGS-06274300,-108.0362688,44.3832545,"BIGHORN RIVER AT BASIN, WY",USGS-07374000
USGS-06279500,-108.1815559,44.75852989,"BIGHORN RIVER AT KANE, WY",USGS-07374000
USGS-06279940,-109.4183528,44.4714444,"NORTH FORK SHOSHONE RIVER AT WAPITI, WY",USGS-07374000
USGS-06281000,-109.2579755,44.41907987,"SOUTH FORK SHOSHONE RIVER AB BUFFALO BILL RES, WY",USGS-07374000
USGS-06285100,-108.4351763,44.83852799,"SHOSHONE RIVER NEAR LOVELL, WY",USGS-07374000
USGS-06287000,-107.9188889,45.31690278,Bighorn R bl Yellowtail Afterbay Dam nr St. Xavier,USGS-07374000
USGS-06287800,-107.7493283,45.46075278,"Bighorn River at bridge, at St. Xavier, MT",USGS-07374000
USGS-06288400,-107.6582164,45.6440863,"Bighorn River at Two Leggins Bridge, near Hardin",USGS-07374000
USGS-06289000,-107.6154083,45.0071111,Little Bighorn River at State Line nr Wyola MT,USGS-07374000
USGS-06294000,-107.5574694,45.7356861,Little Bighorn River near Hardin MT,USGS-07374000
USGS-06294500,-107.4687917,46.1244722,Bighorn River ab Tullock Cr nr Bighorn MT,USGS-07374000
USGS-06295000,-106.6913028,46.2666361,Yellowstone River at Forsyth MT,USGS-07374000
USGS-06306300,-106.8359444,45.0091361,Tongue River at State Line nr Decker MT,USGS-07374000
USGS-06307500,-106.7713556,45.141275,Tongue River at Tongue R Dam nr Decker MT,USGS-07374000
USGS-06307616,-106.4573528,45.41160556,Tongue R at Birney Day School Br nr Birney MT,USGS-07374000
USGS-06307662,-106.2749444,45.59775,"Tongue River at Ashland, MT",USGS-07374000
USGS-06307830,-106.2234333,45.8403861,Tongue R bl Brandenberg bridge nr Ashland MT,USGS-07374000
USGS-06308500,-105.8455222,46.3845944,"Tongue River at Miles City, MT",USGS-07374000
USGS-06309000,-105.8600333,46.4207722,"Yellowstone River at Miles City, MT",USGS-07374000
USGS-06317000,-106.127598,44.64993155,"POWDER RIVER AT ARVADA, WY",USGS-07374000
USGS-06318500,-106.7772735,44.33275055,"CLEAR CREEK NEAR BUFFALO, WY",USGS-07374000
USGS-06324500,-105.8783778,45.0571972,Powder River at Moorhead MT,USGS-07374000
USGS-06326500,-105.3103306,46.4294361,Powder River near Locate MT,USGS-07374000
USGS-06327500,-104.7184306,47.10588889,"Yellowstone River at Glendive, MT",USGS-07374000
USGS-06329500,-104.1554111,47.67741389,Yellowstone River near Sidney MT,USGS-07374000
USGS-06331000,-103.5729718,48.2844683,"LITTLE MUDDY RIVER BL COW CREEK NR WILLISTON, ND",USGS-07374000
USGS-06334500,-103.9712386,45.5481343,"LITTLE MISSOURI RIVER AT CAMP CROOK,SD",USGS-07374000
USGS-06335500,-103.9175,46.29777778,"LITTLE MISSOURI RIVER AT MARMARTH, ND",USGS-07374000
USGS-06336000,-103.5303444,46.9180722,"LITTLE MISSOURI RIVER AT MEDORA, ND",USGS-07374000
USGS-06337000,-103.2526667,47.59140556,"LITTLE MISSOURI RIVER NR WATFORD CITY, ND",USGS-07374000
USGS-06339500,-102.0599856,47.1543948,"KNIFE RIVER NEAR GOLDEN VALLEY, ND",USGS-07374000
USGS-06340000,-101.925726,47.2861188,"SPRING CREEK AT ZAP, ND",USGS-07374000
USGS-06340010,-101.7855556,47.25388889,"KNIFE RIVER NEAR BEULAH, ND",USGS-07374000
USGS-06340500,-101.6221093,47.2852816,"KNIFE RIVER AT HAZEN, ND",USGS-07374000
USGS-06340590,-101.3977419,47.35800937,"KNIFE RIVER NR STANTON, ND",USGS-07374000
USGS-06342500,-100.8213889,46.81416667,"MISSOURI RIVER AT BISMARCK, ND",USGS-07374000
USGS-06345500,-102.3083333,46.74555556,"HEART RIVER NR RICHARDTON, ND",USGS-07374000
USGS-06345780,-102.0793279,46.6569506,"HEART R AB LAKE TSCHIDA NR GLEN ULLIN, ND",USGS-07374000
USGS-06347500,-101.4673665,46.69444606,"BIG MUDDY CREEK NEAR ALMONT, ND",USGS-07374000
USGS-06348300,-101.2136111,46.7033333,"HEART RIVER AT STARK BRIDGE NEAR JUDSON, ND",USGS-07374000
USGS-06349000,-100.9745789,46.8338827,"HEART RIVER NR MANDAN, ND",USGS-07374000
USGS-06349500,-100.6573459,46.79443787,"APPLE CREEK NR MENOKEN, ND",USGS-07374000
USGS-06350000,-102.5518303,46.42667116,"CANNONBALL RIVER AT REGENT, ND",USGS-07374000
USGS-06351200,-101.3332835,46.12689745,"CANNONBALL RIVER NEAR RALEIGH, ND",USGS-07374000
USGS-06353000,-101.333742,46.09166988,"CEDAR CREEK NR RALEIGH, ND",USGS-07374000
USGS-06354000,-100.9344444,46.3761111,"CANNONBALL RIVER AT BREIEN, ND",USGS-07374000
USGS-06354050,-100.7998333,46.39055556,"CANNONBALL RIVER AT SOLEN, ND",USGS-07374000
USGS-06354580,-100.2526914,46.2685687,"BEAVER CREEK BELOW LINTON, ND",USGS-07374000
USGS-06355500,-102.3623795,45.80222,"NORTH FORK GRAND RIVER NEAR WHITE BUTTE,SD",USGS-07374000
USGS-06356500,-102.6433259,45.6486883,"SOUTH FORK GRAND RIVER NEAR CASH,SD",USGS-07374000
USGS-06357800,-100.8181933,45.65777405,"GRAND RIVER AT LITTLE EAGLE,SD",USGS-07374000
USGS-06359500,-102.1565472,45.19775826,"MOREAU RIVER NEAR FAITH,SD",USGS-07374000
USGS-06360500,-100.8429214,45.2558171,"MOREAU RIVER NEAR WHITEHORSE,SD",USGS-07374000
USGS-06386500,-104.1316022,43.42108409,"CHEYENNE RIVER NEAR SPENCER, WY",USGS-07374000
USGS-06395000,-103.8210312,43.3055286,"CHEYENNE RIVER AT EDGEMONT,SD",USGS-07374000
USGS-06402600,-103.0744103,43.5019636,CHEYENNE RIVER NEAR BUFFALO GAP SD,USGS-07374000
USGS-06403700,-102.8921298,43.6724058,"CHEYENNE RIVER AT RED SHIRT, SD",USGS-07374000
USGS-06408650,-102.6440611,43.8980449,"CHEYENNE RIVER NEAR SCENIC, SD",USGS-07374000
USGS-06410500,-103.5804702,44.08470785,"RAPID CREEK ABOVE PACTOLA RES AT SILVER CITY,  SD",USGS-07374000
USGS-06411500,-103.482134,44.07665378,"RAPID CREEK BELOW PACTOLA DAM,SD",USGS-07374000
USGS-06412500,-103.3118507,44.05276555,"RAPID CREEK ABV CANYON LAKE NEAR RAPID CITY,SD",USGS-07374000
USGS-06414000,-103.241843,44.08551554,"RAPID CR AT RAPID CITY,SD",USGS-07374000
USGS-06418800,-103.1011111,44.02680556,"RAPID CREEK ABOVE WRF NR RAPID CITY, SD",USGS-07374000
USGS-06421500,-102.8539247,43.94210239,"RAPID CR NEAR FARMINGDALE,SD",USGS-07374000
USGS-06423500,-102.4012746,44.08109849,"CHEYENNE RIVER NEAR WASTA, SD",USGS-07374000
USGS-06425500,-102.5032217,44.24831768,"ELK CREEK NEAR ELM SPRINGS,SD",USGS-07374000
USGS-06428500,-104.0516966,44.74883136,BELLE FOURCHE RIVER AT WY-SD STATE LINE,USGS-07374000
USGS-06430500,-104.0536449,44.5718625,REDWATER CREEK AT WY-SD STATE LINE,USGS-07374000
USGS-06431500,-103.861592,44.48248388,"SPEARFISH CREEK AT SPEARFISH,SD",USGS-07374000
USGS-06433000,-103.8393696,44.66720665,"REDWATER RIVER ABOVE BELLE FOURCHE,SD",USGS-07374000
USGS-06436000,-103.7376985,44.6908178,"BELLE FOURCHE RIVER NEAR FRUITDALE,SD",USGS-07374000
USGS-06437000,-103.1368464,44.5130418,"BELLE FOURCHE RIVER NEAR STURGIS,SD",USGS-07374000
USGS-06438000,-102.5665256,44.369989," BELLE FOURCHE RIVER NEAR ELM SPRINGS,SD",USGS-07374000
USGS-06438500,-101.9301531,44.5294304,"CHEYENNE RIVER NEAR PLAINVIEW,SD",USGS-07374000
USGS-06439000,-102.0534948,44.74304495,"CHERRY CREEK NEAR PLAINVIEW,SD",USGS-07374000
USGS-06441500,-100.3843468,44.32662738,"BAD RIVER NEAR FORT PIERRE, SD",USGS-07374000
USGS-06442600,-99.745113,44.01637796,"MEDICINE CREEK NEAR LOWER BRULE, SD",USGS-07374000
USGS-06445685,-102.8357327,43.013036,WHITE RIVER NEAR NE-SD STATE LINE,USGS-07374000
USGS-06446500,-101.9326516,43.69388346,"WHITE RIVER NEAR INTERIOR,SD",USGS-07374000
USGS-06447000,-101.5248665,43.7524949,"WHITE RIVER NEAR KADOKA,SD",USGS-07374000
USGS-06447450,-100.6850534,43.71304839,"WHITE RIVER NEAR WHITE RIVER, SD",USGS-07374000
USGS-06449100,-101.232234,43.10069918,"LITTLE WHITE RIVER NEAR VETAL,SD",USGS-07374000
USGS-06449500,-100.8837556,43.3255586,LITTLE WHITE RIVER NEAR ROSEBUD SD,USGS-07374000
USGS-06450500,-100.7498608,43.60138549,"LITTLE WHITE RIVER BELOW WHITE RIVER,SD",USGS-07374000
USGS-06452000,-99.5564948,43.74832745,"WHITE RIVER NEAR OACOMA,SD",USGS-07374000
USGS-06452320,-98.9706446,43.3272192,"PLATTE CREEK NEAR PLATTE, SD",USGS-07374000
USGS-06453600,-98.1753972,42.8108611,"Ponca Creek at Verdel, Nebr.",USGS-07374000
USGS-06461500,-100.3625278,42.90207778,"Niobrara River near Sparks, Nebr.",USGS-07374000
USGS-06463500,-99.6794472,42.6896361,"Long Pine Creek near Riverview, Nebr.",USGS-07374000
USGS-06463720,-99.3397222,42.78055556,"Niobrara River at Mariaville, Nebr.",USGS-07374000
USGS-06464100,-100.1070671,43.12917164,"KEYA PAHA RIVER NEAR KEYAPAHA,SD",USGS-07374000
USGS-06464500,-99.780921,43.0270872,"KEYA PAHA RIVER AT WEWELA,SD",USGS-07374000
USGS-06465500,-98.2227778,42.7397222,"Niobrara River near Verdel, Nebr.",USGS-07374000
USGS-06466400,-97.8780722,42.61573056,"Bazile Creek at Center, Nebr",USGS-07374000
USGS-06466500,-97.9225,42.7322222,"Bazile Creek near Niobrara, Nebr.",USGS-07374000
USGS-06468170,-98.862885,47.5580525,"JAMES RIVER NR GRACE CITY, ND",USGS-07374000
USGS-06468250,-98.7976057,47.3997189,"JAMES RIVER ABOVE ARROWWOOD LAKE NR KENSAL, ND",USGS-07374000
USGS-06469400,-98.9690423,47.1674635,"PIPESTEM CREEK NEAR PINGREE, ND",USGS-07374000
USGS-06469500,-98.918998,47.0663814,"PIPESTEM CREEK NEAR BUCHANAN, ND",USGS-07374000
USGS-06470000,-98.6816667,46.8897222,"JAMES RIVER AT JAMESTOWN, ND",USGS-07374000
USGS-06470500,-98.3045433,46.35552489,"JAMES RIVER AT LAMOURE, ND",USGS-07374000
USGS-06470800,-98.0717809,46.22524359,"BEAR CREEK NEAR OAKES, ND",USGS-07374000
USGS-06470878,-98.1742692,45.9363579,JAMES RIVER AT ND-SD STATE LINE,USGS-07374000
USGS-06471000,-98.3103756,45.6035795,"JAMES RIVER AT COLUMBIA,SD",USGS-07374000
USGS-06471200,-98.4526004,45.93886156,MAPLE RIVER AT ND-SD STATE LINE,USGS-07374000
USGS-06471500,-98.4970402,45.6560866,"ELM RIVER AT WESTPORT,SD",USGS-07374000
USGS-06472000,-98.3914819,45.24163936,"JAMES RIVER NEAR STRATFORD,SD",USGS-07374000
USGS-06473000,-98.480927,44.99830768,"JAMES RIVER AT ASHTON,SD",USGS-07374000
USGS-06475000,-98.4720386,44.91053097,"JAMES RIVER NEAR REDFIELD,SD",USGS-07374000
USGS-06476000,-98.199257,44.36359475,"JAMES RIVER AT HURON,SD",USGS-07374000
USGS-06477000,-98.070916,43.9738721,"JAMES RIVER NEAR FORESTBURG,SD",USGS-07374000
USGS-06477500,-98.2456658,43.77640219,"FIRESTEEL CREEK NEAR MOUNT VERNON,SD",USGS-07374000
USGS-06478000,-97.9192403,43.65887165,"JAMES RIVER NEAR MITCHELL,SD",USGS-07374000
USGS-06478500,-97.635622,43.1858255,"JAMES RIVER NEAR SCOTLAND,SD",USGS-07374000
USGS-06478513,-97.3697806,42.9958297,"JAMES RIVER NEAR YANKTON, SD",USGS-07374000
USGS-06478522,-97.1725667,42.76527778,"Bow Creek near Wynot, Nebr.",USGS-07374000
USGS-06478600,-97.1097788,43.44525895,"EAST FORK VERMILLION RIVER NEAR PARKER, SD",USGS-07374000
USGS-06478690,-97.2051972,43.41562216,"WEST FORK VERMILLION RIVER NEAR PARKER,SD",USGS-07374000
USGS-06479010,-96.9242106,42.8172187,"VERMILLION RIVER NEAR VERMILLION,SD",USGS-07374000
USGS-06479438,-97.1650756,45.0060753,"BIG SIOUX RIVER NEAR WATERTOWN,SD",USGS-07374000
USGS-06479500,-97.1461856,44.94246436,"BIG SIOUX RIVER AT WATERTOWN,SD",USGS-07374000
USGS-06479520,-97.049515,44.8477423,"BIG SIOUX RIVER BELOW WATERTOWN, SD",USGS-07374000
USGS-06479525,-97.0446518,44.7315478,"BIG SIOUX RIVER NEAR CASTLEWOOD,SD",USGS-07374000
USGS-06479770,-96.8874204,44.4675224,"BIG SIOUX RIVER NEAR BRUCE, SD",USGS-07374000
USGS-06480000,-96.749496,44.1802473,"BIG SIOUX RIVER NEAR BROOKINGS,SD",USGS-07374000
USGS-06480650,-96.485626,44.06269306,FLANDREAU CREEK ABOVE FLANDREAU SD,USGS-07374000
USGS-06481000,-96.7456623,43.79044595,"BIG SIOUX RIVER NEAR DELL RAPIDS,SD",USGS-07374000
USGS-06481480,-96.8368313,43.8481959,"SKUNK CREEK NEAR CHESTER,SD",USGS-07374000
USGS-06481500,-96.7908849,43.53358676,"SKUNK CREEK AT SIOUX FALLS,SD",USGS-07374000
USGS-06482000,-96.748384,43.5010864,BIG SIOUX RIVER AT SIOUX FALLS SD,USGS-07374000
USGS-06482020,-96.7113274,43.56700265,"BIG SIOUX R AT NORTH CLIFF AVE AT SIOUX FALLS,SD",USGS-07374000
USGS-06482610,-96.5653227,43.61636276,"SPLIT ROCK CREEK AT CORSON,SD",USGS-07374000
USGS-06483290,-96.1649167,43.42313889,"Rock River below Tom Creek at Rock Rapids, IA",USGS-07374000
USGS-06483500,-96.2950278,43.2150833,"Rock River near Rock Valley, IA",USGS-07374000
USGS-06483950,-96.4897545,43.05137597,"BIG SIOUX RIVER NEAR HAWARDEN, IA",USGS-07374000
USGS-06485500,-96.5619306,42.8375091,"BIG SIOUX RIVER AT AKRON, IA",USGS-07374000
USGS-06485910,-96.5155946,42.62637177,"BIG SIOUX RIVER NEAR JEFFERSON, SD",USGS-07374000
USGS-06486000,-96.4130833,42.48619444,"Missouri River at Sioux City, IA",USGS-07374000
USGS-06600100,-96.0003333,42.98280556,"Floyd River at Alton, IA",USGS-07374000
